,Match_num,Team_name,Date,Opponent,Score,Location,Record,Home Record,Spread,Over/Under,Money Line
1837,34,Philadelphia 76ers,Dec-30,New Orleans,L 116-127,Away,20-14,04-Mar,-1.5,Ov 229.5,1.833333333
1838,35,Philadelphia 76ers,Dec-31,Okla City,W 115-96,Away,21-14,04-Mar,-2.5,Un 225.0,1.704225352
1839,36,Philadelphia 76ers,01-Feb,New Orleans,W 120-111,Home,22-14,04-Mar,-5,Ov 229.0,1.512820513
1840,37,Philadelphia 76ers,01-Apr,Indiana,W 129-126,Home,23-14,04-Mar,-5,Ov 233.0,1.526315789
1841,38,Philadelphia 76ers,01-Jun,Chicago,L 112-126,Home,23-15,04-Mar,-5,Ov 233.5,1.5
1842,39,Philadelphia 76ers,01-Aug,Detroit,W 123-111,Away,24-15,04-Mar,-5.5,Ov 229.5,1.487804878
1843,40,Philadelphia 76ers,01-Oct,Detroit,W 147-116,Home,25-15,04-Mar,-15,Ov 225.5,1.080450523
1844,41,Philadelphia 76ers,01-Dec,Okla City,L 114-133,Home,25-16,04-Mar,-10,Ov 234.0,1.215053763
1845,42,Philadelphia 76ers,Jan-14,Utah,W 118-117,Away,26-16,04-Mar,-7,Ov 231.5,1.396825397
1846,43,Philadelphia 76ers,Jan-15,LA Lakers,W 113-112,Away,27-16,04-Mar,-5.5,Un 235.0,1.476190476
1847,44,Philadelphia 76ers,Jan-17,LA Clippers,W 120-110,Away,28-16,04-Mar,1.5,Ov 224.0,1.980392157
1848,45,Philadelphia 76ers,Jan-19,Portland,W 105-95,Away,29-16,04-Mar,-2,Un 235.0,1.833333333
1849,46,Philadelphia 76ers,Jan-21,Sacramento,W 129-127,Away,30-16,04-Mar,5,Ov 234.5,2.65
1850,47,Philadelphia 76ers,Jan-25,Brooklyn,W 137-133,Home,31-16,05-Mar,-7,Ov 225.5,1.377358491
1851,48,Philadelphia 76ers,Jan-28,Denver,W 126-119,Home,32-16,05-Mar,-3,Ov 231.5,1.675675676
1852,49,Philadelphia 76ers,Jan-30,Orlando,L 109-119,Home,32-17,05-Mar,-10,Un 230.0,1.243309002
1853,50,Philadelphia 76ers,02-Jan,Orlando,W 105-94,Home,33-17,05-Mar,-10.5,Un 230.5,1.216450216
1854,51,Philadelphia 76ers,02-Mar,San Antonio,W 137-125,Away,34-17,05-Mar,-10.5,Ov 234.0,1.208333333
1855,52,Philadelphia 76ers,02-May,New York,L 97-108,Away,34-18,05-Apr,-4.5,Un 226.0,1.564971751
1856,53,Philadelphia 76ers,02-Aug,Boston,L 99-106,Away,34-19,05-May,2.5,Un 227.5,2.13
1857,54,Philadelphia 76ers,02-Oct,New York,W 119-108,Home,35-19,06-May,-7,Ov 222.5,1.398406375
1858,55,Philadelphia 76ers,02-Nov,Brooklyn,W 101-98,Away,36-19,07-May,-1.5,Un 223.5,1.869565217
1859,56,Philadelphia 76ers,Feb-13,Houston,W 123-104,Home,37-19,07-May,-14,Pu 227.0,1.115606936
1860,57,Philadelphia 76ers,Feb-15,Cleveland,W 118-112,Home,38-19,07-May,-2,Ov 217.0,1.833333333
1861,58,Philadelphia 76ers,Feb-23,Memphis,W 110-105,Home,39-19,07-May,-3,Un 232.5,1.666666667
1862,59,Philadelphia 76ers,Feb-25,Boston,L 107-110,Home,39-20,07-Jun,1,Un 225.5,1.980392157
1863,60,Philadelphia 76ers,Feb-27,Miami,L 99-101,Home,39-21,07-Jun,-5.5,Un 218.0,1.495049505
1864,61,Philadelphia 76ers,03-Jan,Miami,W 119-96,Away,40-21,07-Jun,4,Un 216.0,2.46
1865,62,Philadelphia 76ers,03-Feb,Dallas,L 126-133,Away,40-22,07-Jun,3,Ov 230.0,2.34
1866,63,Philadelphia 76ers,03-Apr,Milwaukee,W 133-130,Away,41-22,07-Jun,5,Ov 232.5,2.65
1867,64,Philadelphia 76ers,03-Jun,Indiana,W 147-143,Away,42-22,07-Jun,-6,Ov 234.5,1.41322314
1868,65,Philadelphia 76ers,03-Jul,Minnesota,W 117-94,Away,43-22,07-Jun,3,Un 227.0,2.35
1869,66,Philadelphia 76ers,03-Oct,Portland,W 120-119,Home,44-22,07-Jun,-8.5,Ov 235.0,1.303030303
1870,67,Philadelphia 76ers,03-Dec,Washington,W 112-93,Home,45-22,07-Jun,-7,Un 227.5,1.364963504
1871,68,Philadelphia 76ers,Mar-15,Cleveland,W 118-109,Away,46-22,07-Jun,-2.5,Ov 222.0,1.729927007
1872,69,Philadelphia 76ers,Mar-17,Charlotte,W 121-82,Away,47-22,07-Jun,-10.5,Un 228.5,1.215053763
1873,70,Philadelphia 76ers,Mar-18,Indiana,W 141-121,Away,48-22,07-Jun,-4.5,Ov 230.0,1.543478261
1874,71,Philadelphia 76ers,Mar-20,Chicago,L 105-109,Home,48-23,07-Jun,-8,Un 227.0,1.313479624
1875,72,Philadelphia 76ers,Mar-22,Chicago,W 116-91,Away,49-23,07-Jun,-1.5,Un 220.0,1.833333333
1876,73,Philadelphia 76ers,Mar-24,Golden State,L 112-120,Away,49-24,07-Jun,4.5,Un 233.0,2.6
1877,74,Philadelphia 76ers,Mar-25,Phoenix,L 105-125,Away,49-25,07-Jun,1,Ov 225.0,1.980392157
1878,75,Philadelphia 76ers,Mar-27,Denver,L 111-116,Away,49-26,07-Jun,10,Pu 227.0,4.57
1879,76,Philadelphia 76ers,Mar-29,Dallas,W 116-108,Home,50-26,07-Jun,-6,Un 232.5,1.444444444
1880,77,Philadelphia 76ers,Mar-31,Toronto,W 117-110,Home,51-26,08-Jun,-4,Ov 223.0,1.606060606
1881,78,Philadelphia 76ers,04-Feb,Milwaukee,L 104-117,Away,51-27,08-Jun,5,Un 236.0,2.65
1882,79,Philadelphia 76ers,04-Apr,Boston,W 103-101,Home,52-27,09-Jun,-3.5,Un 227.0,1.625
1883,80,Philadelphia 76ers,04-Jun,Miami,L 101-129,Home,52-28,09-Jun,-2.5,Ov 219.5,1.714285714
1884,81,Philadelphia 76ers,04-Jul,Atlanta,W 136-131,Away,53-28,09-Jun,11.5,Ov 235.5,6.18
1885,82,Philadelphia 76ers,04-Sep,Brooklyn,W 134-105,Away,54-28,10-Jun,1.5,Ov 219.0,2.08
1886,1,Phoenix Suns,Oct-19,Dallas,W 107-105,Home,1-0,0-0,-4,Un 218.5,1.555555556
1887,2,Phoenix Suns,Oct-21,Portland,L 111-113,Away,01-Jan,0-0,-5,Pu 224.0,1.483091787
1888,3,Phoenix Suns,Oct-23,LA Clippers,W 112-95,Away,02-Jan,1-0,-1,Un 219.0,1.833333333
1889,4,Phoenix Suns,Oct-25,Golden State,W 134-105,Home,03-Jan,2-0,-1.5,Ov 227.0,1.81300813
1890,5,Phoenix Suns,Oct-28,New Orleans,W 124-111,Home,04-Jan,2-0,-8,Ov 225.5,1.317460317
1891,6,Phoenix Suns,Oct-30,Houston,W 124-109,Home,05-Jan,2-0,-13,Ov 227.5,1.118906064
1892,7,Phoenix Suns,11-Jan,Minnesota,W 116-107,Home,06-Jan,2-0,-4,Un 227.5,1.602409639
1893,8,Phoenix Suns,11-Apr,Portland,L 106-108,Home,06-Feb,2-0,-12,Un 217.0,1.132450331
1894,9,Phoenix Suns,11-May,Portland,W 102-82,Home,07-Feb,2-0,-12,Un 215.5,1.162074554
1895,10,Phoenix Suns,11-Jul,Philadelphia,L 88-100,Away,07-Mar,2-0,-1.5,Un 215.0,1.81300813
1896,11,Phoenix Suns,11-Sep,Minnesota,W 129-117,Away,08-Mar,2-0,2,Ov 224.0,2.1
1897,12,Phoenix Suns,11-Nov,Orlando,L 97-114,Away,08-Apr,2-0,-7,Un 215.0,1.380228137
1898,13,Phoenix Suns,Nov-14,Miami,L 112-113,Away,08-May,2-0,2.5,Ov 215.5,2.25
1899,14,Phoenix Suns,Nov-16,Golden State,W 130-119,Home,09-May,3-0,2.5,Ov 226.5,2.26
1900,15,Phoenix Suns,Nov-18,Utah,L 133-134,Away,09-Jun,3-0,-1,Ov 228.0,1.892857143
1901,16,Phoenix Suns,Nov-20,New York,W 116-95,Home,10-Jun,3-0,-6,Un 227.0,1.462962963
1902,17,Phoenix Suns,Nov-22,LA Lakers,W 115-105,Home,11-Jun,4-0,-9.5,Un 226.5,1.25
1903,18,Phoenix Suns,Nov-25,Detroit,W 108-102,Home,12-Jun,4-0,-12,Un 224.0,1.133333333
1904,19,Phoenix Suns,Nov-26,Utah,W 113-112,Home,13-Jun,4-0,-6,Un 232.0,1.440528634
1905,20,Phoenix Suns,Nov-28,Sacramento,W 122-117,Away,14-Jun,5-0,-1,Ov 234.5,1.961538462
1906,21,Phoenix Suns,Nov-30,Chicago,W 132-113,Home,15-Jun,5-0,-5.5,Ov 227.0,1.487804878
1907,22,Phoenix Suns,12-Feb,Houston,L 121-122,Home,15-Jul,5-0,-11.5,Ov 229.0,1.171821306
1908,23,Phoenix Suns,12-Apr,San Antonio,W 133-95,Away,16-Jul,5-0,-10,Un 230.5,1.211864407
1909,24,Phoenix Suns,12-May,Dallas,L 111-130,Away,16-Aug,5-0,3.5,Ov 223.5,2.34
1910,25,Phoenix Suns,12-Jul,Boston,L 98-125,Home,16-Sep,5-0,-2,Un 230.5,1.769230769
1911,26,Phoenix Suns,12-Sep,New Orleans,L 117-128,Away,16-Oct,5-0,-1,Ov 229.5,1.877192982
1912,27,Phoenix Suns,12-Nov,New Orleans,L 124-129,Away,16-Nov,5-0,3.5,Ov 227.0,2.43
1913,28,Phoenix Suns,Dec-13,Houston,L 97-111,Away,16-Dec,5-0,-7,Un 224.5,1.392156863
1914,29,Phoenix Suns,Dec-15,LA Clippers,W 111-95,Away,17-Dec,6-0,-6.5,Un 218.5,1.454545455
1915,30,Phoenix Suns,Dec-17,New Orleans,W 118-114,Home,18-Dec,6-0,-3,Ov 228.0,1.684931507
1916,31,Phoenix Suns,Dec-19,LA Lakers,W 130-104,Home,19-Dec,7-0,-11,Ov 224.5,1.181818182
1917,32,Phoenix Suns,Dec-20,Washington,L 110-113,Home,19-13,7-0,-7,Un 223.5,1.4
1918,33,Phoenix Suns,Dec-23,Memphis,L 100-125,Home,19-14,7-0,3,Un 226.0,2.34
1919,34,Phoenix Suns,Dec-25,Denver,L 125-128,Away,19-15,7-0,4,Ov 229.5,2.52
1920,35,Phoenix Suns,Dec-27,Memphis,W 125-108,Away,20-15,7-0,7.5,Ov 224.5,3.5
1921,36,Phoenix Suns,Dec-28,Washington,L 102-127,Away,20-16,7-0,-2.5,Ov 220.5,1.769230769
1922,37,Phoenix Suns,Dec-30,Toronto,L 104-113,Away,20-17,7-0,2,Un 221.5,2.17
1923,38,Phoenix Suns,01-Feb,New York,L 83-102,Away,20-18,7-0,2.5,Un 219.0,2.17
1924,39,Phoenix Suns,01-Apr,Cleveland,L 88-90,Away,20-19,7-0,5,Un 216.5,2.75
1925,40,Phoenix Suns,01-Jun,Miami,L 96-104,Home,20-20,7-0,1,Un 211.0,2.02
1926,41,Phoenix Suns,01-Aug,Cleveland,L 98-112,Home,20-21,7-0,6,Un 215.5,2.94
1927,42,Phoenix Suns,01-Oct,Golden State,W 125-113,Away,21-21,8-0,12,Ov 230.0,6.45
1928,43,Phoenix Suns,01-Nov,Denver,L 97-126,Away,21-22,8-0,14.5,Un 227.0,8.71
1929,44,Phoenix Suns,Jan-13,Minnesota,L 116-121,Away,21-23,8-0,6.5,Ov 222.5,3
1930,45,Phoenix Suns,Jan-16,Memphis,L 106-136,Away,21-24,8-0,12.5,Ov 231.0,5.75
1931,46,Phoenix Suns,Jan-19,Brooklyn,W 117-112,Home,22-24,8-0,4,Ov 221.5,2.45
1932,47,Phoenix Suns,Jan-21,Indiana,W 112-107,Home,23-24,8-0,-2.5,Un 229.0,1.724637681
1933,48,Phoenix Suns,Jan-22,Memphis,W 112-110,Home,24-24,8-0,8.5,Un 231.5,3.8
1934,49,Phoenix Suns,Jan-24,Charlotte,W 128-97,Home,25-24,8-0,-7.5,Ov 223.0,1.357142857
1935,50,Phoenix Suns,Jan-26,Dallas,L 95-99,Home,25-25,8-0,-1.5,Un 221.0,1.892857143
1936,51,Phoenix Suns,Jan-28,San Antonio,W 128-118,Away,26-25,8-0,-5.5,Ov 231.0,1.476190476
1937,52,Phoenix Suns,Jan-30,Toronto,W 114-106,Home,27-25,8-0,-1.5,Ov 219.5,1.81300813
1938,53,Phoenix Suns,02-Jan,Atlanta,L 100-132,Home,27-26,8-0,-1.5,Ov 231.5,1.892857143
1939,54,Phoenix Suns,02-Mar,Boston,W 106-94,Away,28-26,8-0,10,Un 220.0,4.58
1940,55,Phoenix Suns,02-Apr,Detroit,W 116-100,Away,29-26,8-0,-4.5,Un 228.5,1.546448087
1941,56,Phoenix Suns,02-Jul,Brooklyn,W 116-112,Away,30-26,8-0,-7,Ov 223.5,1.398406375
1942,57,Phoenix Suns,02-Sep,Atlanta,L 107-116,Away,30-27,8-0,7.5,Un 226.5,3.5
1943,58,Phoenix Suns,02-Oct,Indiana,W 117-104,Away,31-27,8-0,2.5,Un 231.5,2.25
1944,59,Phoenix Suns,Feb-14,Sacramento,W 120-109,Home,32-27,9-0,-2.5,Un 234.5,1.714285714
1945,60,Phoenix Suns,Feb-16,LA Clippers,L 107-116,Home,32-28,09-Jan,1,Ov 222.5,2.06
1946,61,Phoenix Suns,Feb-24,Okla City,W 124-115,Home,33-28,09-Jan,-9,Ov 227.0,1.266666667
1947,62,Phoenix Suns,Feb-26,Milwaukee,L 101-104,Away,33-29,09-Jan,3,Un 231.5,2.3
1948,63,Phoenix Suns,03-Jan,Charlotte,W 105-91,Away,34-29,09-Jan,-10.5,Un 228.0,1.225225225
1949,64,Phoenix Suns,03-Mar,Chicago,W 125-104,Away,35-29,09-Jan,-3.5,Ov 224.5,1.662251656
1950,65,Phoenix Suns,03-May,Dallas,W 130-126,Away,36-29,09-Jan,-2,Ov 233.5,1.793650794
1951,66,Phoenix Suns,03-Aug,Okla City,W 132-101,Home,37-29,09-Jan,-11.5,Ov 232.0,1.173913043
1952,67,Phoenix Suns,03-Nov,Sacramento,L 119-128,Home,37-30,09-Feb,-4,Ov 240.0,1.625
1953,68,Phoenix Suns,Mar-13,Golden State,L 112-123,Away,37-31,09-Mar,4.5,Pu 235.0,2.65
1954,69,Phoenix Suns,Mar-14,Milwaukee,L 104-116,Home,37-32,09-Mar,1,Un 231.5,1.952380952
1955,70,Phoenix Suns,Mar-16,Orlando,W 116-113,Home,38-32,09-Mar,-8,Ov 228.5,1.303030303
1956,71,Phoenix Suns,Mar-19,Okla City,L 120-124,Away,38-33,09-Mar,1,Ov 233.5,2.05
1957,72,Phoenix Suns,Mar-22,LA Lakers,L 111-122,Away,38-34,09-Apr,1.5,Ov 228.0,2.03
1958,73,Phoenix Suns,Mar-24,Sacramento,L 127-135,Away,38-35,09-May,4,Ov 239.0,2.6
1959,74,Phoenix Suns,Mar-25,Philadelphia,W 125-105,Home,39-35,09-May,-1,Ov 225.0,1.847457627
1960,75,Phoenix Suns,Mar-27,Utah,W 117-103,Away,40-35,09-May,-5.5,Un 234.5,1.543478261
1961,76,Phoenix Suns,Mar-29,Minnesota,W 107-100,Home,41-35,09-May,-6,Un 233.0,1.444444444
1962,77,Phoenix Suns,Mar-31,Denver,W 100-93,Home,42-35,09-May,-13,Un 223.5,1.129533679
1963,78,Phoenix Suns,04-Feb,Okla City,W 128-118,Away,43-35,09-May,-5.5,Ov 237.0,1.510204082
1964,79,Phoenix Suns,04-Apr,San Antonio,W 115-94,Home,44-35,09-May,-19,Un 235.5,1.049554014
1965,80,Phoenix Suns,04-Jun,Denver,W 119-115,Home,45-35,09-May,-13.5,Ov 222.0,1.135869565
1966,81,Phoenix Suns,04-Jul,LA Lakers,L 107-121,Away,45-36,09-Jun,13,Ov 225.0,7.68
1967,82,Phoenix Suns,04-Sep,LA Clippers,L 114-119,Home,45-37,09-Jul,9.5,Ov 225.5,4.49
1968,1,Portland Trail Blazers,Oct-19,Sacramento,W 115-108,Away,1-0,0-0,3,Un 229.5,2.34
1969,2,Portland Trail Blazers,Oct-21,Phoenix,W 113-111,Home,2-0,0-0,5,Pu 224.0,2.77
1970,3,Portland Trail Blazers,Oct-23,LA Lakers,W 106-104,Away,3-0,0-0,4,Un 226.5,2.5
1971,4,Portland Trail Blazers,Oct-24,Denver,W 135-110,Home,4-0,1-0,5,Ov 227.5,2.7
1972,5,Portland Trail Blazers,Oct-26,Miami,L 98-119,Home,04-Jan,1-0,2.5,Un 220.5,2.24
1973,6,Portland Trail Blazers,Oct-28,Houston,W 125-111,Home,05-Jan,1-0,-4,Ov 222.5,1.558659218
1974,7,Portland Trail Blazers,11-Feb,Memphis,L 106-111,Home,05-Feb,1-0,5.5,Un 228.0,2.8
1975,8,Portland Trail Blazers,11-Apr,Phoenix,W 108-106,Away,06-Feb,1-0,12,Un 217.0,6.05
1976,9,Portland Trail Blazers,11-May,Phoenix,L 82-102,Away,06-Mar,1-0,12,Un 215.5,5.84
1977,10,Portland Trail Blazers,11-Jul,Miami,W 110-107,Away,07-Mar,1-0,5,Ov 216.5,2.8
1978,11,Portland Trail Blazers,11-Sep,Charlotte,W 105-95,Away,08-Mar,1-0,-2,Un 221.0,1.787401575
1979,12,Portland Trail Blazers,11-Oct,New Orleans,W 106-95,Away,09-Mar,1-0,10,Un 222.0,4.33
1980,13,Portland Trail Blazers,11-Dec,Dallas,L 112-117,Away,09-Apr,1-0,6.5,Ov 218.5,3.08
1981,14,Portland Trail Blazers,Nov-15,San Antonio,W 117-110,Home,10-Apr,1-0,-8.5,Pu 227.0,1.303030303
1982,15,Portland Trail Blazers,Nov-17,Brooklyn,L 107-109,Home,10-May,1-0,-3,Un 220.5,1.675675676
1983,16,Portland Trail Blazers,Nov-19,Utah,L 113-118,Home,10-Jun,01-Jan,-4,Ov 228.0,1.588235294
1984,17,Portland Trail Blazers,Nov-21,Milwaukee,L 111-119,Away,10-Jul,01-Jan,9.5,Ov 214.0,4.53
1985,18,Portland Trail Blazers,Nov-23,Cleveland,L 96-114,Away,10-Aug,01-Jan,7,Un 214.0,3.3
1986,19,Portland Trail Blazers,Nov-25,New York,W 132-129,Away,11-Aug,01-Jan,4,Ov 217.0,2.5
1987,20,Portland Trail Blazers,Nov-27,Brooklyn,L 97-111,Away,11-Sep,01-Jan,8,Un 224.0,3.61
1988,21,Portland Trail Blazers,Nov-29,LA Clippers,L 112-118,Home,11-Oct,01-Jan,-4,Ov 211.5,1.588235294
1989,22,Portland Trail Blazers,Nov-30,LA Lakers,L 109-128,Away,11-Nov,01-Jan,6,Ov 223.5,3
1990,23,Portland Trail Blazers,12-Mar,Utah,W 116-111,Away,12-Nov,02-Jan,5,Un 227.5,2.78
1991,24,Portland Trail Blazers,12-Apr,Indiana,W 116-100,Home,13-Nov,02-Jan,-5,Un 232.5,1.526315789
1992,25,Portland Trail Blazers,12-Aug,Denver,L 120-121,Home,13-Dec,02-Feb,1.5,Ov 227.5,1.980392157
1993,26,Portland Trail Blazers,12-Oct,Minnesota,W 124-118,Home,14-Dec,03-Feb,-5,Ov 230.0,1.512820513
1994,27,Portland Trail Blazers,12-Dec,Minnesota,W 133-112,Home,15-Dec,04-Feb,-3.5,Ov 230.0,1.617283951
1995,28,Portland Trail Blazers,Dec-14,San Antonio,W 128-112,Away,16-Dec,04-Feb,-7.5,Ov 231.5,1.357142857
1996,29,Portland Trail Blazers,Dec-16,Dallas,L 110-130,Away,16-13,04-Feb,4,Ov 226.0,2.53
1997,30,Portland Trail Blazers,Dec-17,Houston,W 107-95,Away,17-13,04-Feb,-3.5,Un 228.0,1.680272109
1998,31,Portland Trail Blazers,Dec-19,Okla City,L 121-123,Away,17-14,04-Mar,-4.5,Ov 232.5,1.606060606
1999,32,Portland Trail Blazers,Dec-21,Okla City,L 98-101,Away,17-15,04-Apr,-3.5,Un 234.0,1.613496933
2000,33,Portland Trail Blazers,Dec-23,Denver,L 107-120,Away,17-16,04-May,5.5,Un 233.0,2.82
2001,34,Portland Trail Blazers,Dec-26,Charlotte,W 124-113,Home,18-16,04-May,-5.5,Un 238.5,1.487804878
2002,35,Portland Trail Blazers,Dec-30,Golden State,L 112-118,Away,18-17,04-May,-1,Un 234.0,1.909090909
2003,36,Portland Trail Blazers,01-Feb,Detroit,W 135-106,Home,19-17,04-May,-9.5,Ov 231.5,1.263852243
2004,37,Portland Trail Blazers,01-Apr,Minnesota,L 106-113,Away,19-18,04-Jun,-1,Un 234.0,1.869565217
2005,38,Portland Trail Blazers,01-Jun,Indiana,L 99-108,Away,19-19,04-Jun,1,Un 237.5,1.970873786
2006,39,Portland Trail Blazers,01-Aug,Toronto,L 105-117,Away,19-20,04-Jun,3,Un 226.5,2.34
2007,40,Portland Trail Blazers,01-Oct,Orlando,L 106-109,Home,19-21,04-Jun,-8.5,Un 228.5,1.310559006
2008,41,Portland Trail Blazers,01-Dec,Cleveland,L 113-119,Home,19-22,04-Jun,1,Ov 224.5,1.980392157
2009,42,Portland Trail Blazers,Jan-14,Dallas,W 136-119,Home,20-22,04-Jun,-3.5,Ov 226.5,1.613496933
2010,43,Portland Trail Blazers,Jan-15,Dallas,W 140-123,Home,21-22,04-Jun,-9,Ov 223.5,1.267379679
2011,44,Portland Trail Blazers,Jan-17,Denver,L 113-122,Away,21-23,04-Jul,5.5,Un 238.5,2.85
2012,45,Portland Trail Blazers,Jan-19,Philadelphia,L 95-105,Home,21-24,04-Jul,2,Un 235.0,2
2013,46,Portland Trail Blazers,Jan-22,LA Lakers,L 112-121,Home,21-25,04-Jul,-5.5,Un 239.0,1.460829493
2014,47,Portland Trail Blazers,Jan-23,San Antonio,W 147-127,Home,22-25,04-Jul,-8.5,Ov 240.5,1.303951368
2015,48,Portland Trail Blazers,Jan-25,Utah,W 134-124,Home,23-25,05-Jul,-4,Ov 238.5,1.64516129
2016,49,Portland Trail Blazers,Jan-28,Toronto,L 105-123,Home,23-26,05-Jul,-3,Un 231.5,1.699300699
2017,50,Portland Trail Blazers,Jan-30,Atlanta,W 129-125,Home,24-26,05-Jul,-5.5,Ov 232.5,1.502512563
2018,51,Portland Trail Blazers,02-Jan,Memphis,W 122-112,Away,25-26,05-Jul,5.5,Un 239.5,2.82
2019,52,Portland Trail Blazers,02-Mar,Washington,W 124-116,Away,26-26,05-Jul,4.5,Ov 238.5,2.57
2020,53,Portland Trail Blazers,02-Apr,Chicago,L 121-129,Away,26-27,05-Jul,3,Ov 235.0,2.28
2021,54,Portland Trail Blazers,02-Jun,Milwaukee,L 108-127,Home,26-28,05-Jul,4.5,Un 241.0,2.49
2022,55,Portland Trail Blazers,02-Aug,Golden State,W 125-122,Home,27-28,05-Jul,-2.5,Ov 235.0,1.709219858
2023,56,Portland Trail Blazers,02-Oct,Okla City,L 129-138,Home,27-29,05-Aug,-2.5,Ov 239.5,1.740740741
2024,57,Portland Trail Blazers,Feb-13,LA Lakers,W 127-115,Home,28-29,05-Aug,-2,Ov 239.0,1.81300813
2025,58,Portland Trail Blazers,Feb-14,Washington,L 101-126,Home,28-30,05-Aug,1.5,Un 237.0,2.05
2026,59,Portland Trail Blazers,Feb-23,Sacramento,L 116-133,Away,28-31,05-Aug,10.5,Ov 234.5,4.95
2027,60,Portland Trail Blazers,Feb-26,Houston,W 131-114,Home,29-31,05-Aug,-9,Ov 230.5,1.267379679
2028,61,Portland Trail Blazers,Feb-28,Golden State,L 105-123,Away,29-32,05-Aug,5,Un 234.5,2.76
2029,62,Portland Trail Blazers,03-Jan,New Orleans,L 110-121,Home,29-33,05-Aug,-3,Un 235.0,1.729927007
2030,63,Portland Trail Blazers,03-Mar,Atlanta,L 111-129,Away,29-34,05-Aug,8,Un 241.5,3.69
2031,64,Portland Trail Blazers,03-May,Orlando,W 122-119,Away,30-34,05-Aug,3,Ov 232.0,2.27
2032,65,Portland Trail Blazers,03-Jun,Detroit,W 110-104,Away,31-34,05-Aug,-4.5,Un 230.5,1.520833333
2033,66,Portland Trail Blazers,03-Aug,Boston,L 93-115,Away,31-35,05-Aug,9.5,Un 231.0,4.4
2034,67,Portland Trail Blazers,03-Oct,Philadelphia,L 119-120,Away,31-36,05-Aug,8.5,Ov 235.0,3.75
2035,68,Portland Trail Blazers,03-Dec,New Orleans,L 110-127,Away,31-37,05-Aug,3,Ov 221.5,2.3
2036,69,Portland Trail Blazers,Mar-14,New York,L 107-123,Home,31-38,05-Aug,3,Ov 229.0,2.25
2037,70,Portland Trail Blazers,Mar-17,Boston,L 112-126,Home,31-39,05-Aug,6.5,Ov 234.5,3.1
2038,71,Portland Trail Blazers,Mar-19,LA Clippers,L 102-117,Home,31-40,05-Aug,4.5,Un 236.5,2.63
2039,72,Portland Trail Blazers,Mar-22,Utah,W 127-115,Away,32-40,06-Aug,5,Ov 235.0,2.73
2040,73,Portland Trail Blazers,Mar-24,Chicago,L 96-124,Home,32-41,06-Aug,7.5,Ov 219.5,3.41
2041,74,Portland Trail Blazers,Mar-26,Okla City,L 112-118,Home,32-42,06-Sep,10.5,Un 232.5,5.25
2042,75,Portland Trail Blazers,Mar-27,New Orleans,L 90-124,Home,32-43,06-Sep,11.5,Un 227.0,5.85
2043,76,Portland Trail Blazers,Mar-29,Sacramento,L 80-120,Home,32-44,06-Sep,14.5,Un 235.0,8.36
2044,77,Portland Trail Blazers,Mar-31,Sacramento,L 114-138,Home,32-45,06-Sep,14,Ov 230.5,8.55
2045,78,Portland Trail Blazers,04-Feb,Minnesota,W 107-105,Away,33-45,07-Sep,19,Un 223.5,12
2046,79,Portland Trail Blazers,04-Apr,Memphis,L 109-119,Away,33-46,07-Sep,18.5,Un 229.5,12.1
2047,80,Portland Trail Blazers,04-Jun,San Antonio,L 127-129,Away,33-47,07-Sep,5,Ov 228.5,2.8
2048,81,Portland Trail Blazers,04-Aug,LA Clippers,L 125-136,Away,33-48,07-Sep,17,Ov 230.0,10.37
2049,82,Portland Trail Blazers,04-Sep,Golden State,L 101-157,Home,33-49,07-Sep,17,Ov 234.5,9.53
2050,1,Sacramento Kings,Oct-19,Portland,L 108-115,Home,0-1,0-0,-3,Un 229.5,1.666666667
2051,2,Sacramento Kings,Oct-22,LA Clippers,L 109-111,Home,0-2,0-1,2.5,Un 225.5,2.2
2052,3,Sacramento Kings,Oct-23,Golden State,L 125-130,Away,0-3,0-2,10,Ov 232.5,4.95
2053,4,Sacramento Kings,Oct-27,Memphis,L 110-125,Home,0-4,0-2,2.5,Un 236.5,2.2
2054,5,Sacramento Kings,Oct-29,Miami,W 119-113,Home,01-Apr,0-2,4,Ov 228.0,2.45
2055,6,Sacramento Kings,Oct-31,Charlotte,W 115-108,Away,02-Apr,0-2,-3.5,Un 231.5,1.625
2056,7,Sacramento Kings,11-Feb,Miami,L 107-110,Away,02-May,0-2,4.5,Un 220.5,2.63
2057,8,Sacramento Kings,11-May,Orlando,W 126-123,Away,03-May,0-2,-4.5,Ov 228.5,1.543478261
2058,9,Sacramento Kings,11-Jul,Golden State,L 113-116,Away,03-Jun,0-3,8,Un 235.5,3.6
2059,10,Sacramento Kings,11-Sep,Cleveland,W 127-120,Home,04-Jun,0-3,4,Ov 228.0,2.6
2060,11,Sacramento Kings,11-Nov,LA Lakers,W 120-114,Away,05-Jun,01-Mar,-3.5,Ov 233.0,1.617283951
2061,12,Sacramento Kings,Nov-13,Golden State,W 122-115,Home,06-Jun,02-Mar,4,Pu 237.0,2.48
2062,13,Sacramento Kings,Nov-15,Brooklyn,W 153-121,Home,07-Jun,02-Mar,-1.5,Ov 226.0,1.793650794
2063,14,Sacramento Kings,Nov-17,San Antonio,W 130-112,Home,08-Jun,02-Mar,-7,Ov 236.5,1.383141762
2064,15,Sacramento Kings,Nov-20,Detroit,W 137-129,Home,09-Jun,02-Mar,-10.5,Ov 233.5,1.194174757
