,Match_num,Team_name,Date,Opponent,Score,Location,Record,Home Record,Spread,Over/Under,Money Line
598,25,Denver Nuggets,12-Aug,Portland,W 121-120,Away,15-Oct,05-Feb,-1.5,Ov 227.5,1.847457627
599,26,Denver Nuggets,12-Oct,Utah,W 115-110,Home,16-Oct,06-Feb,-11.5,Un 228.5,1.173913043
600,27,Denver Nuggets,Dec-14,Washington,W 141-128,Home,17-Oct,06-Feb,-11,Ov 224.5,1.184162063
601,28,Denver Nuggets,Dec-16,LA Lakers,L 108-126,Away,17-Nov,06-Feb,-2,Un 237.0,1.833333333
602,29,Denver Nuggets,Dec-18,Charlotte,W 119-115,Home,18-Nov,06-Feb,-9,Un 235.0,1.266666667
603,30,Denver Nuggets,Dec-20,Memphis,W 105-91,Home,19-Nov,06-Feb,1.5,Un 235.0,2.03
604,31,Denver Nuggets,Dec-23,Portland,W 120-107,Home,20-Nov,07-Feb,-5.5,Un 233.0,1.471698113
605,32,Denver Nuggets,Dec-25,Phoenix,W 128-125,Home,21-Nov,07-Feb,-4,Ov 229.5,1.581395349
606,33,Denver Nuggets,Dec-27,Sacramento,W 113-106,Away,22-Nov,07-Feb,-3,Un 237.5,1.675675676
607,34,Denver Nuggets,Dec-28,Sacramento,L 126-127,Away,22-Dec,07-Feb,2.5,Ov 237.5,2.15
608,35,Denver Nuggets,Dec-30,Miami,W 124-119,Home,23-Dec,07-Feb,-4,Ov 224.0,1.581395349
609,36,Denver Nuggets,01-Jan,Boston,W 123-111,Home,24-Dec,07-Feb,3.5,Ov 233.5,2.45
610,37,Denver Nuggets,01-Feb,Minnesota,L 111-124,Away,24-13,07-Mar,-4.5,Ov 231.0,1.588235294
611,38,Denver Nuggets,01-May,LA Clippers,W 122-91,Home,25-13,07-Mar,-4.5,Un 230.0,1.555555556
612,39,Denver Nuggets,01-Jun,Cleveland,W 121-108,Home,26-13,07-Mar,-5.5,Ov 221.5,1.487804878
613,40,Denver Nuggets,01-Sep,LA Lakers,W 122-109,Home,27-13,07-Mar,-13,Un 237.0,1.130718954
614,41,Denver Nuggets,01-Nov,Phoenix,W 126-97,Home,28-13,07-Mar,-14.5,Un 227.0,1.091491308
615,42,Denver Nuggets,Jan-13,LA Clippers,W 115-103,Away,29-13,07-Mar,5,Un 222.0,2.69
616,43,Denver Nuggets,Jan-15,Orlando,W 119-116,Home,30-13,07-Mar,-11,Ov 234.0,1.2
617,44,Denver Nuggets,Jan-17,Portland,W 122-113,Home,31-13,08-Mar,-5.5,Un 238.5,1.476190476
618,45,Denver Nuggets,Jan-18,Minnesota,W 122-118,Home,32-13,09-Mar,-9,Un 241.0,1.24691358
619,46,Denver Nuggets,Jan-20,Indiana,W 134-111,Home,33-13,09-Mar,-6,Ov 236.0,1.4
620,47,Denver Nuggets,Jan-22,Okla City,L 99-101,Home,33-14,09-Apr,-3,Un 233.5,1.689655172
621,48,Denver Nuggets,Jan-24,New Orleans,W 99-98,Away,34-14,09-Apr,-3,Un 232.5,1.699300699
622,49,Denver Nuggets,Jan-25,Milwaukee,L 99-107,Away,34-15,09-Apr,12.5,Un 227.5,6.33
623,50,Denver Nuggets,Jan-28,Philadelphia,L 119-126,Away,34-16,09-Apr,3,Ov 231.5,2.28
624,51,Denver Nuggets,Jan-31,New Orleans,W 122-113,Home,35-16,09-Apr,-7,Ov 232.0,1.377358491
625,52,Denver Nuggets,02-Feb,Golden State,W 134-117,Home,36-16,09-Apr,-6.5,Ov 237.5,1.4
626,53,Denver Nuggets,02-Apr,Atlanta,W 128-108,Home,37-16,09-Apr,-10,Ov 229.0,1.228832952
627,54,Denver Nuggets,02-May,Minnesota,L 98-128,Away,37-17,09-May,9,Ov 225.5,4.01
628,55,Denver Nuggets,02-Jul,Minnesota,W 146-112,Home,38-17,10-May,-8,Ov 232.5,1.285714286
629,56,Denver Nuggets,02-Sep,Orlando,L 104-115,Away,38-18,10-May,-5,Un 230.0,1.520833333
630,57,Denver Nuggets,02-Nov,Charlotte,W 119-105,Away,39-18,10-May,-7,Un 237.5,1.363636364
631,58,Denver Nuggets,Feb-13,Miami,W 112-108,Away,40-18,10-May,1,Ov 217.5,1.952380952
632,59,Denver Nuggets,Feb-15,Dallas,W 118-109,Home,41-18,10-May,-6,Un 228.5,1.408163265
633,60,Denver Nuggets,Feb-23,Cleveland,W 115-109,Away,42-18,10-May,3,Ov 223.5,2.28
634,61,Denver Nuggets,Feb-25,Memphis,L 94-112,Away,42-19,10-May,3,Un 235.5,2.29
635,62,Denver Nuggets,Feb-26,LA Clippers,W 134-124,Home,43-19,10-May,-4,Ov 236.5,1.591715976
636,63,Denver Nuggets,Feb-28,Houston,W 133-112,Away,44-19,10-May,-12.5,Ov 232.5,1.138888889
637,64,Denver Nuggets,03-Mar,Memphis,W 113-97,Home,45-19,10-May,-5.5,Un 234.5,1.471698113
638,65,Denver Nuggets,03-Jun,Toronto,W 118-113,Home,46-19,10-May,-6,Ov 228.5,1.454545455
639,66,Denver Nuggets,03-Aug,Chicago,L 96-117,Home,46-20,10-May,-9,Un 225.5,1.289017341
640,67,Denver Nuggets,03-Oct,San Antonio,L 120-128,Away,46-21,10-May,-12.5,Ov 236.5,1.12987013
641,68,Denver Nuggets,03-Dec,Brooklyn,L 120-122,Home,46-22,10-May,-9,Ov 229.0,1.25
642,69,Denver Nuggets,Mar-14,Toronto,L 110-125,Away,46-23,10-May,-1.5,Ov 228.5,1.877192982
643,70,Denver Nuggets,Mar-16,Detroit,W 119-100,Away,47-23,10-May,-15,Un 230.5,1.102354145
644,71,Denver Nuggets,Mar-18,New York,L 110-116,Away,47-24,10-May,-1,Un 231.5,1.952380952
645,72,Denver Nuggets,Mar-19,Brooklyn,W 108-102,Away,48-24,10-May,-3,Un 228.5,1.714285714
646,73,Denver Nuggets,Mar-22,Washington,W 118-104,Away,49-24,10-May,-9,Un 225.5,1.294117647
647,74,Denver Nuggets,Mar-25,Milwaukee,W 129-106,Home,50-24,10-May,-3.5,Un 237.5,1.625
648,75,Denver Nuggets,Mar-27,Philadelphia,W 116-111,Home,51-24,10-May,-10,Pu 227.0,1.230946882
649,76,Denver Nuggets,Mar-30,New Orleans,L 88-107,Home,51-25,10-May,-1.5,Un 224.5,1.806451613
650,77,Denver Nuggets,Mar-31,Phoenix,L 93-100,Away,51-26,10-May,13,Un 223.5,6.82
651,78,Denver Nuggets,04-Feb,Golden State,W 112-110,Home,52-26,10-May,3.5,Un 231.0,2.51
652,79,Denver Nuggets,04-Apr,Houston,L 103-124,Away,52-27,10-May,-11.5,Un 232.5,1.177935943
653,80,Denver Nuggets,04-Jun,Phoenix,L 115-119,Away,52-28,10-May,13.5,Ov 222.0,6.6
654,81,Denver Nuggets,04-Aug,Utah,L 114-118,Away,52-29,10-Jun,-9.5,Ov 229.0,1.24691358
655,82,Denver Nuggets,04-Sep,Sacramento,W 109-95,Home,53-29,10-Jun,5.5,Un 230.0,2.69
656,1,Detroit Pistons,Oct-19,Orlando,W 113-109,Home,1-0,0-0,-3,Ov 216.5,1.680272109
657,2,Detroit Pistons,Oct-21,New York,L 106-130,Away,01-Jan,0-0,7,Ov 220.5,3.37
658,3,Detroit Pistons,Oct-22,Indiana,L 115-124,Away,01-Feb,0-1,1,Ov 232.0,1.961538462
659,4,Detroit Pistons,Oct-25,Washington,L 99-120,Away,01-Mar,0-1,5.5,Un 221.0,2.85
660,5,Detroit Pistons,Oct-26,Atlanta,L 113-118,Home,01-Apr,0-1,7.5,Ov 229.0,3.5
661,6,Detroit Pistons,Oct-28,Atlanta,L 112-136,Home,01-May,0-1,6,Ov 229.5,2.97
662,7,Detroit Pistons,Oct-30,Golden State,W 128-114,Home,02-May,0-1,7.5,Ov 231.5,3.45
663,8,Detroit Pistons,Oct-31,Milwaukee,L 108-110,Away,02-Jun,0-2,13.5,Un 224.5,7.15
664,9,Detroit Pistons,11-Feb,Milwaukee,L 91-116,Away,02-Jul,0-3,11.5,Un 223.0,5.85
665,10,Detroit Pistons,11-Apr,Cleveland,L 88-112,Home,02-Aug,0-4,4,Un 215.5,2.5
666,11,Detroit Pistons,11-Jul,Okla City,W 112-103,Home,03-Aug,0-4,2,Un 224.0,2.11
667,12,Detroit Pistons,11-Sep,Boston,L 112-128,Away,03-Sep,0-4,13,Ov 225.5,7.18
668,13,Detroit Pistons,11-Nov,New York,L 112-121,Away,03-Oct,0-4,9,Ov 224.5,4.11
669,14,Detroit Pistons,11-Dec,Boston,L 108-117,Home,03-Nov,0-4,8.5,Pu 225.0,3.81
670,15,Detroit Pistons,Nov-14,Toronto,L 111-115,Home,03-Dec,0-4,4.5,Ov 218.0,2.6
671,16,Detroit Pistons,Nov-17,LA Clippers,L 91-96,Away,Mar-13,0-4,10.5,Un 219.0,5.2
672,17,Detroit Pistons,Nov-18,LA Lakers,L 121-128,Away,Mar-14,0-4,6.5,Ov 226.0,3.12
673,18,Detroit Pistons,Nov-20,Sacramento,L 129-137,Away,Mar-15,0-4,10.5,Ov 233.5,5.1
674,19,Detroit Pistons,Nov-22,Denver,W 110-108,Away,Apr-15,0-4,11.5,Un 227.5,5.71
675,20,Detroit Pistons,Nov-23,Utah,W 125-116,Away,May-15,0-4,11.5,Ov 234.0,5.94
676,21,Detroit Pistons,Nov-25,Phoenix,L 102-108,Away,May-16,0-4,12,Un 224.0,6.5
677,22,Detroit Pistons,Nov-27,Cleveland,L 94-102,Home,May-17,0-5,8,Un 218.0,3.51
678,23,Detroit Pistons,Nov-29,New York,L 110-140,Home,May-18,0-5,4.5,Ov 227.0,2.55
679,24,Detroit Pistons,12-Jan,Dallas,W 131-125,Home,Jun-18,0-5,8,Ov 221.5,3.55
680,25,Detroit Pistons,12-Apr,Memphis,L 112-122,Home,Jun-19,0-5,6.5,Ov 228.5,3.15
681,26,Detroit Pistons,12-Jun,Miami,W 116-96,Away,Jul-19,0-5,7.5,Un 220.0,3.52
682,27,Detroit Pistons,12-Jul,New Orleans,L 98-104,Away,Jul-20,0-5,11,Un 229.0,5.21
683,28,Detroit Pistons,12-Sep,Memphis,L 103-114,Away,Jul-21,0-5,11,Un 227.5,5.3
684,29,Detroit Pistons,12-Nov,LA Lakers,L 117-124,Home,Jul-22,0-5,5,Ov 233.0,2.75
685,30,Detroit Pistons,Dec-14,Charlotte,W 141-134,Away,Aug-22,0-5,4.5,Ov 230.0,2.59
686,31,Detroit Pistons,Dec-16,Sacramento,L 113-122,Home,Aug-23,0-5,6.5,Un 237.5,3
687,32,Detroit Pistons,Dec-18,Brooklyn,L 121-124,Home,Aug-24,0-5,8,Ov 228.5,3.8
688,33,Detroit Pistons,Dec-20,Utah,L 111-126,Home,Aug-25,0-5,2.5,Ov 228.5,2.25
689,34,Detroit Pistons,Dec-21,Philadelphia,L 93-113,Away,Aug-26,0-5,12,Un 222.5,5.82
690,35,Detroit Pistons,Dec-23,Atlanta,L 105-130,Away,Aug-27,0-5,9.5,Ov 233.5,4.53
691,36,Detroit Pistons,Dec-26,LA Clippers,L 131-142,Home,Aug-28,0-5,5.5,Ov 222.0,2.85
692,37,Detroit Pistons,Dec-28,Orlando,W 121-101,Home,Sep-28,0-5,1,Un 229.0,1.917431193
693,38,Detroit Pistons,Dec-30,Chicago,L 118-132,Away,Sep-29,0-6,7.5,Ov 230.5,3.3
694,39,Detroit Pistons,Dec-31,Minnesota,W 116-104,Away,Oct-29,0-6,7,Un 233.0,3.3
695,40,Detroit Pistons,01-Feb,Portland,L 106-135,Away,Oct-30,0-6,9.5,Ov 231.5,4.18
696,41,Detroit Pistons,01-Apr,Golden State,W 122-119,Away,Nov-30,0-6,6.5,Ov 231.5,3.19
697,42,Detroit Pistons,01-Jun,San Antonio,L 109-121,Away,Nov-31,0-6,1.5,Un 236.0,2.08
698,43,Detroit Pistons,01-Aug,Philadelphia,L 111-123,Home,Nov-32,0-6,5.5,Ov 229.5,2.75
699,44,Detroit Pistons,01-Oct,Philadelphia,L 116-147,Away,Nov-33,0-6,15,Ov 225.5,9.53
700,45,Detroit Pistons,01-Nov,Minnesota,W 135-118,Home,Dec-33,0-6,6.5,Ov 234.0,2.98
701,46,Detroit Pistons,Jan-13,New Orleans,L 110-116,Home,Dec-34,0-6,5.5,Un 234.5,2.8
702,47,Detroit Pistons,Jan-15,New York,L 104-117,Home,Dec-35,0-6,8.5,Un 225.5,3.85
703,48,Detroit Pistons,Jan-19,Chicago,L 108-126,Home,Dec-36,0-7,7.5,Un 236.5,3.26
704,49,Detroit Pistons,Jan-23,Milwaukee,L 130-150,Home,Dec-37,0-8,11,Ov 236.5,5.5
705,50,Detroit Pistons,Jan-26,Brooklyn,W 130-122,Away,13-37,0-8,7.5,Ov 235.0,3.56
706,51,Detroit Pistons,Jan-28,Houston,L 114-117,Home,13-38,0-8,-5.5,Un 235.0,1.490196078
707,52,Detroit Pistons,Jan-30,Dallas,L 105-111,Away,13-39,0-8,10.5,Un 232.5,4.81
708,53,Detroit Pistons,02-Mar,Charlotte,W 118-112,Home,14-39,0-8,1.5,Un 240.5,2
709,54,Detroit Pistons,02-Apr,Phoenix,L 100-116,Home,14-40,0-8,4.5,Un 228.5,2.64
710,55,Detroit Pistons,02-Jun,Boston,L 99-111,Home,14-41,0-8,9.5,Un 227.5,4.23
711,56,Detroit Pistons,02-Aug,Cleveland,L 85-113,Away,14-42,0-9,8.5,Un 217.5,4.1
712,57,Detroit Pistons,02-Oct,San Antonio,W 138-131,Home,15-42,0-9,-6,Ov 235.0,1.436681223
713,58,Detroit Pistons,02-Dec,Toronto,L 118-119,Away,15-43,0-9,11,Ov 225.0,5.25
714,59,Detroit Pistons,Feb-15,Boston,L 109-127,Away,15-44,0-9,12,Ov 228.0,5.77
715,60,Detroit Pistons,Feb-23,Orlando,L 106-108,Away,15-45,0-9,7.5,Un 229.5,3.5
716,61,Detroit Pistons,Feb-25,Toronto,L 91-95,Home,15-46,0-9,7.5,Un 228.5,3.6
717,62,Detroit Pistons,Feb-27,Charlotte,L 106-117,Away,15-47,0-9,7,Un 234.0,3.3
718,63,Detroit Pistons,03-Jan,Chicago,L 115-117,Home,15-48,0-10,6.5,Ov 223.0,3.24
719,64,Detroit Pistons,03-Apr,Cleveland,L 90-114,Away,15-49,0-11,16.5,Un 219.5,9.09
720,65,Detroit Pistons,03-Jun,Portland,L 104-110,Home,15-50,0-11,4.5,Un 230.5,2.67
721,66,Detroit Pistons,03-Jul,Washington,L 117-119,Home,15-51,0-11,11,Ov 223.0,4.92
722,67,Detroit Pistons,03-Sep,Charlotte,L 103-113,Home,15-52,0-11,3.5,Un 225.5,2.3
723,68,Detroit Pistons,03-Nov,Indiana,L 115-121,Home,15-53,0-12,3.5,Ov 228.0,2.49
724,69,Detroit Pistons,Mar-13,Indiana,W 117-97,Home,16-53,01-Dec,4,Un 227.0,2.48
725,70,Detroit Pistons,Mar-14,Washington,L 97-117,Away,16-54,01-Dec,13.5,Un 221.5,7.13
726,71,Detroit Pistons,Mar-16,Denver,L 100-119,Home,16-55,01-Dec,15,Un 230.5,8.05
727,72,Detroit Pistons,Mar-19,Miami,L 100-112,Home,16-56,01-Dec,10,Un 218.5,4.7
728,73,Detroit Pistons,Mar-21,Atlanta,L 107-129,Away,16-57,01-Dec,13.5,Un 237.0,6.99
729,74,Detroit Pistons,Mar-24,Toronto,L 97-118,Away,16-58,01-Dec,13.5,Un 223.5,6.94
730,75,Detroit Pistons,Mar-27,Milwaukee,L 117-126,Home,16-59,Jan-13,12,Ov 226.5,5.85
731,76,Detroit Pistons,Mar-29,Okla City,L 106-107,Away,16-60,Jan-13,9.5,Un 228.5,4.3
732,77,Detroit Pistons,Mar-31,Houston,L 115-121,Away,16-61,Jan-13,6,Ov 228.5,3.05
733,78,Detroit Pistons,04-Feb,Orlando,L 102-128,Away,16-62,Jan-13,11,Ov 225.5,5.3
734,79,Detroit Pistons,04-Apr,Miami,L 105-118,Home,16-63,Jan-13,14,Ov 217.5,7.92
735,80,Detroit Pistons,04-May,Brooklyn,L 108-123,Home,16-64,Jan-13,11,Ov 217.5,5.26
736,81,Detroit Pistons,04-Jul,Indiana,W 122-115,Away,17-64,Feb-13,6.5,Ov 233.0,3.16
737,82,Detroit Pistons,04-Sep,Chicago,L 81-103,Away,17-65,Feb-14,8.5,Un 220.5,4.11
738,1,Golden State Warriors,Oct-18,LA Lakers,W 123-109,Home,1-0,1-0,-7.5,Ov 223.5,1.333333333
739,2,Golden State Warriors,Oct-21,Denver,L 123-128,Home,01-Jan,1-0,-5.5,Ov 229.5,1.465116279
740,3,Golden State Warriors,Oct-23,Sacramento,W 130-125,Home,02-Jan,2-0,-10,Ov 232.5,1.2
741,4,Golden State Warriors,Oct-25,Phoenix,L 105-134,Away,02-Feb,02-Jan,1.5,Ov 227.0,2.03
742,5,Golden State Warriors,Oct-27,Miami,W 123-110,Home,03-Feb,02-Jan,-5.5,Ov 227.5,1.456621005
743,6,Golden State Warriors,Oct-29,Charlotte,L 113-120,Away,03-Mar,02-Jan,-10,Un 233.5,1.208333333
744,7,Golden State Warriors,Oct-30,Detroit,L 114-128,Away,03-Apr,02-Jan,-7.5,Ov 231.5,1.344827586
745,8,Golden State Warriors,11-Jan,Miami,L 109-116,Away,03-May,02-Jan,1.5,Un 225.5,2
746,9,Golden State Warriors,11-Mar,Orlando,L 129-130,Away,03-Jun,02-Jan,-9.5,Ov 226.0,1.235294118
747,10,Golden State Warriors,11-Apr,New Orleans,L 105-114,Away,03-Jul,02-Jan,10.5,Un 226.5,5.2
748,11,Golden State Warriors,11-Jul,Sacramento,W 116-113,Home,04-Jul,03-Jan,-8,Un 235.5,1.322580645
749,12,Golden State Warriors,11-Nov,Cleveland,W 106-101,Home,05-Jul,03-Jan,-3,Un 232.0,1.666666667
750,13,Golden State Warriors,Nov-13,Sacramento,L 115-122,Away,05-Aug,03-Feb,-4,Pu 237.0,1.606060606
751,14,Golden State Warriors,Nov-14,San Antonio,W 132-95,Home,06-Aug,03-Feb,-9,Un 234.5,1.265957447
752,15,Golden State Warriors,Nov-16,Phoenix,L 119-130,Away,06-Sep,03-Mar,-2.5,Ov 226.5,1.71942446
753,16,Golden State Warriors,Nov-18,New York,W 111-101,Home,07-Sep,03-Mar,-7.5,Un 234.0,1.363636364
754,17,Golden State Warriors,Nov-20,Houston,W 127-120,Away,08-Sep,03-Mar,-10.5,Ov 232.0,1.21141649
755,18,Golden State Warriors,Nov-21,New Orleans,L 83-128,Away,08-Oct,03-Mar,11,Un 227.5,5.24
756,19,Golden State Warriors,Nov-23,LA Clippers,W 124-107,Home,09-Oct,04-Mar,-10,Ov 222.5,1.224215247
757,20,Golden State Warriors,Nov-25,Utah,W 129-118,Home,10-Oct,04-Mar,-8,Ov 239.5,1.317460317
758,21,Golden State Warriors,Nov-27,Minnesota,W 137-114,Away,11-Oct,04-Mar,-2,Ov 237.5,1.833333333
759,22,Golden State Warriors,Nov-29,Dallas,L 113-116,Away,11-Nov,04-Mar,1,Ov 227.0,1.980392157
760,23,Golden State Warriors,12-Feb,Chicago,W 119-111,Home,12-Nov,04-Mar,-7,Un 237.0,1.363636364
761,24,Golden State Warriors,12-Mar,Houston,W 120-101,Home,13-Nov,04-Mar,-11,Un 235.5,1.184842884
762,25,Golden State Warriors,12-May,Indiana,L 104-112,Home,13-Dec,04-Mar,-12.5,Un 240.5,1.136425648
763,26,Golden State Warriors,12-Jul,Utah,L 123-124,Away,13-13,04-Mar,5.5,Ov 231.0,2.91
764,27,Golden State Warriors,12-Oct,Boston,W 123-107,Home,14-13,04-Mar,2.5,Un 237.5,2.17
765,28,Golden State Warriors,Dec-13,Milwaukee,L 111-128,Away,14-14,04-Mar,3,Ov 232.0,2.18
766,29,Golden State Warriors,Dec-14,Indiana,L 119-125,Away,14-15,04-Mar,-1.5,Ov 239.0,1.806451613
767,30,Golden State Warriors,Dec-16,Philadelphia,L 106-118,Away,14-16,04-Mar,8.5,Ov 221.5,3.8
768,31,Golden State Warriors,Dec-18,Toronto,W 126-110,Away,15-16,04-Mar,6,Ov 223.5,2.99
769,32,Golden State Warriors,Dec-20,New York,L 94-132,Away,15-17,04-Mar,6,Ov 220.5,2.91
770,33,Golden State Warriors,Dec-21,Brooklyn,L 113-143,Away,15-18,04-Mar,10.5,Ov 223.5,5.1
771,34,Golden State Warriors,Dec-25,Memphis,W 123-109,Home,16-18,04-Mar,7,Un 233.0,3.3
772,35,Golden State Warriors,Dec-27,Charlotte,W 110-105,Home,17-18,04-Mar,-5,Un 240.0,1.515463918
773,36,Golden State Warriors,Dec-28,Utah,W 112-107,Home,18-18,04-Mar,4.5,Un 232.0,2.55
774,37,Golden State Warriors,Dec-30,Portland,W 118-112,Home,19-18,04-Mar,1,Un 234.0,1.909090909
775,38,Golden State Warriors,01-Feb,Atlanta,W 143-141,Home,20-18,04-Mar,-1.5,Ov 236.0,1.819672131
776,39,Golden State Warriors,01-Apr,Detroit,L 119-122,Home,20-19,04-Mar,-6.5,Ov 231.5,1.4
777,40,Golden State Warriors,01-Jul,Orlando,L 101-115,Home,20-20,04-Mar,-6.5,Un 231.0,1.408163265
778,41,Golden State Warriors,01-Oct,Phoenix,L 113-125,Home,20-21,04-Apr,-12,Ov 230.0,1.137931034
779,42,Golden State Warriors,Jan-13,San Antonio,W 144-113,Away,21-21,04-Apr,-8.5,Ov 243.0,1.301204819
780,43,Golden State Warriors,Jan-15,Chicago,L 118-132,Away,21-22,04-Apr,-6,Ov 237.5,1.462962963
781,44,Golden State Warriors,Jan-16,Washington,W 127-118,Away,22-22,04-Apr,-2.5,Ov 235.5,1.709219858
782,45,Golden State Warriors,Jan-19,Boston,L 118-121,Away,22-23,04-Apr,7,Un 241.5,3.25
783,46,Golden State Warriors,Jan-20,Cleveland,W 120-114,Away,23-23,04-Apr,10.5,Ov 219.5,4.75
784,47,Golden State Warriors,Jan-22,Brooklyn,L 116-120,Home,23-24,04-Apr,-7.5,Pu 236.0,1.344827586
785,48,Golden State Warriors,Jan-25,Memphis,W 122-120,Home,24-24,04-Apr,-2.5,Un 245.5,1.704225352
786,49,Golden State Warriors,Jan-27,Toronto,W 129-117,Home,25-24,04-Apr,-4.5,Ov 234.5,1.571428571
787,50,Golden State Warriors,Jan-30,Okla City,W 128-120,Away,26-24,04-Apr,-5,Ov 243.0,1.526315789
788,51,Golden State Warriors,02-Jan,Minnesota,L 114-119,Away,26-25,04-Apr,-5.5,Un 241.5,1.505050505
789,52,Golden State Warriors,02-Feb,Denver,L 117-134,Away,26-26,04-Apr,6.5,Ov 237.5,3.1
790,53,Golden State Warriors,02-Apr,Dallas,W 119-113,Home,27-26,04-Apr,-10.5,Ov 226.0,1.214132762
791,54,Golden State Warriors,02-Jun,Okla City,W 141-114,Home,28-26,04-Apr,-3,Ov 232.0,1.680272109
792,55,Golden State Warriors,02-Aug,Portland,L 122-125,Away,28-27,04-Apr,2.5,Ov 235.0,2.27
793,56,Golden State Warriors,02-Nov,LA Lakers,L 103-109,Home,28-28,04-May,-5.5,Un 235.0,1.487804878
794,57,Golden State Warriors,Feb-13,Washington,W 135-126,Home,29-28,04-May,-3.5,Ov 233.5,1.625
795,58,Golden State Warriors,Feb-14,LA Clippers,L 124-134,Away,29-29,04-Jun,8,Ov 229.0,3.84
796,59,Golden State Warriors,Feb-23,LA Lakers,L 111-124,Away,29-30,04-Jul,6,Un 238.5,3
797,60,Golden State Warriors,Feb-24,Houston,W 116-101,Home,30-30,04-Jul,-8.5,Un 230.5,1.297619048
798,61,Golden State Warriors,Feb-26,Minnesota,W 109-104,Home,31-30,04-Jul,-2,Un 236.5,1.806451613
799,62,Golden State Warriors,Feb-28,Portland,W 123-105,Home,32-30,04-Jul,-5,Un 234.5,1.505050505
800,63,Golden State Warriors,03-Feb,LA Clippers,W 115-91,Home,33-30,05-Jul,3,Un 232.0,2.13
801,64,Golden State Warriors,03-Mar,New Orleans,W 108-99,Home,34-30,05-Jul,-5,Un 230.5,1.531914894
802,65,Golden State Warriors,03-May,LA Lakers,L 105-113,Away,34-31,05-Aug,-5,Un 234.5,1.520833333
803,66,Golden State Warriors,03-Jul,Okla City,L 128-137,Away,34-32,05-Aug,-4.5,Ov 243.0,1.552486188
804,67,Golden State Warriors,03-Sep,Memphis,L 110-131,Away,34-33,05-Aug,-2.5,Ov 236.0,1.67114094
805,68,Golden State Warriors,03-Nov,Milwaukee,W 125-116,Home,35-33,05-Aug,-3.5,Ov 240.5,1.636942675
806,69,Golden State Warriors,Mar-13,Phoenix,W 123-112,Home,36-33,06-Aug,-4.5,Pu 235.0,1.526315789
807,70,Golden State Warriors,Mar-15,LA Clippers,L 126-134,Away,36-34,06-Sep,3,Ov 236.0,2.3
808,71,Golden State Warriors,Mar-17,Atlanta,L 119-127,Away,36-35,06-Sep,3.5,Un 247.5,2.3
809,72,Golden State Warriors,Mar-18,Memphis,L 119-133,Away,36-36,06-Sep,-1.5,Ov 235.5,1.847457627
810,73,Golden State Warriors,Mar-20,Houston,W 121-108,Away,37-36,06-Sep,-11.5,Un 234.0,1.158227848
811,74,Golden State Warriors,Mar-22,Dallas,W 127-125,Away,38-36,06-Sep,-3.5,Ov 236.5,1.653594771
812,75,Golden State Warriors,Mar-24,Philadelphia,W 120-112,Home,39-36,06-Sep,-4.5,Un 233.0,1.555555556
813,76,Golden State Warriors,Mar-26,Minnesota,L 96-99,Home,39-37,06-Sep,-5.5,Un 242.0,1.5
814,77,Golden State Warriors,Mar-28,New Orleans,W 120-109,Home,40-37,06-Sep,-8.5,Un 235.0,1.287356322
815,78,Golden State Warriors,Mar-31,San Antonio,W 130-115,Home,41-37,06-Sep,-18,Ov 241.5,1.065963061
816,79,Golden State Warriors,04-Feb,Denver,L 110-112,Away,41-38,06-Sep,-3.5,Un 231.0,1.595238095
817,80,Golden State Warriors,04-Apr,Okla City,W 136-125,Home,42-38,06-Sep,-7.5,Ov 241.0,1.333333333
818,81,Golden State Warriors,04-Jul,Sacramento,W 119-97,Away,43-38,07-Sep,-11,Un 233.5,1.181488203
819,82,Golden State Warriors,04-Sep,Portland,W 157-101,Away,44-38,07-Sep,-17,Ov 234.5,1.080450523
820,1,Houston Rockets,Oct-19,Atlanta,L 107-117,Away,0-1,0-0,10.5,Un 235.0,4.95
821,2,Houston Rockets,Oct-21,Memphis,L 122-129,Home,0-2,0-1,7,Ov 231.5,3.3
822,3,Houston Rockets,Oct-22,Milwaukee,L 105-125,Away,0-3,0-1,13.5,Ov 227.5,7.55
823,4,Houston Rockets,Oct-24,Utah,W 114-108,Home,01-Mar,0-1,2.5,Un 233.5,2.15
824,5,Houston Rockets,Oct-26,Utah,L 101-109,Away,01-Apr,0-1,8.5,Un 232.5,3.9
825,6,Houston Rockets,Oct-28,Portland,L 111-125,Away,01-May,0-1,4,Ov 222.5,2.59
826,7,Houston Rockets,Oct-30,Phoenix,L 109-124,Away,01-Jun,0-1,13,Ov 227.5,7.24
827,8,Houston Rockets,Oct-31,LA Clippers,L 93-95,Away,01-Jul,0-1,8.5,Un 225.5,3.95
828,9,Houston Rockets,11-Feb,LA Clippers,L 101-109,Home,01-Aug,0-1,6,Un 223.0,2.95
829,10,Houston Rockets,11-May,Minnesota,L 117-129,Away,01-Sep,0-1,8,Ov 234.5,3.65
830,11,Houston Rockets,11-Jul,Orlando,W 134-127,Away,02-Sep,0-1,4.5,Ov 224.0,2.65
831,12,Houston Rockets,11-Sep,Toronto,L 109-116,Away,02-Oct,0-1,10,Ov 224.0,4.8
832,13,Houston Rockets,11-Dec,New Orleans,L 106-119,Away,02-Nov,0-2,10.5,Un 233.0,4.86
833,14,Houston Rockets,Nov-14,LA Clippers,L 106-122,Home,02-Dec,0-2,5,Ov 219.5,2.78
